greenhouse,species,plant_no,plant,date,drought_phase,phase_day,total_day,co2,resprouter,water_potential_bar,water_potential_mpa,osmotic_potential_mmol.kg-1,osmotic_potential_mpa,obs
C,LST,1D,CLST1D,13/03/2020,2,19,51,elevated,R-,20.9,-2.09,904,-2.1984376,
C,DPE,1W,CDPE1W,11/03/2020,2,13,49,elevated,R+,18.6,-1.86,,,not enough sap osm.
C,DPE,2W,CDPE2W,11/03/2020,2,13,49,elevated,R+,17.6,-1.76,,,not enough sap osm.
C,DPE,3W,CDPE3W,11/03/2020,2,13,49,elevated,R+,18.3,-1.83,782,-1.9017458,
C,DPE,2D,CDPE2D,11/03/2020,2,13,49,elevated,R+,20.9,-2.09,775,-1.8847225,
D,ACY,1W,DACY1W,09/03/2020,2,15,47,ambient,R+,19.7,-1.97,746,-1.8141974,
D,ACY,2W,DACY2W,09/03/2020,2,15,47,ambient,R+,15.8,-1.58,723,-1.7582637,
D,ACY,3W,DACY3W,09/03/2020,2,15,47,ambient,R+,20.1,-2.01,795,-1.9333605,
D,ACY,4W,DACY4W,09/03/2020,2,15,47,ambient,R+,21.2,-2.12,602,-1.4640038,
D,ACY,5W,DACY5W,09/03/2020,2,15,47,ambient,R+,14.1,-1.41,568,-1.3813192,
D,CAL,2W,DCAL2W,12/03/2020,2,18,50,ambient,R-,15.1,-1.51,484,-1.1770396,
D,CAL,3W,DCAL3W,12/03/2020,2,18,50,ambient,R-,11.6,-1.16,539,-1.3107941,
D,CAL,4W,DCAL4W,12/03/2020,2,18,50,ambient,R-,15.1,-1.51,569,-1.3837511,
D,CAL,5W,DCAL5W,12/03/2020,2,18,50,ambient,R-,10.8,-1.08,594,-1.4445486,
D,CAL,3D,DCAL3D,12/03/2020,2,18,50,ambient,R-,13.1,-1.31,637,-1.5491203,
D,ROF,1W,DROF1W,10/03/2020,2,16,48,ambient,R-,10.3,-1.03,524,-1.2743156,
D,ROF,2W,DROF2W,10/03/2020,2,16,48,ambient,R-,11.8,-1.18,679,-1.6512601,
D,ROF,3W,DROF3W,10/03/2020,2,16,48,ambient,R-,17.1,-1.71,720,-1.750968,
D,ROF,4W,DROF4W,10/03/2020,2,16,48,ambient,R-,9.7,-0.97,528,-1.2840432,
D,ROF,2D,DROF2D,10/03/2020,2,16,48,ambient,R-,10.1,-1.01,580,-1.410502,
D,LST,1W,DLST1W,13/03/2020,2,19,51,ambient,R-,8.4,-0.84,528,-1.2840432,
D,LST,2W,DLST2W,13/03/2020,2,19,51,ambient,R-,15.5,-1.55,634,-1.5418246,
D,LST,3D,DLST3D,13/03/2020,2,19,51,ambient,R-,13.4,-1.34,633,-1.5393927,
D,LST,4D,DLST4D,13/03/2020,2,19,51,ambient,R-,16.6,-1.66,703,-1.7096257,
D,LST,2D,DLST2D,13/03/2020,2,19,51,ambient,R-,12.5,-1.25,600,-1.45914,(e)
D,DPE,1W,DDPE1W,11/03/2020,2,13,49,ambient,R+,20,-2,713,-1.7339447,
D,DPE,2W,DDPE2W,11/03/2020,2,13,49,ambient,R+,18.9,-1.89,684,-1.6634196,
D,DPE,3W,DDPE3W,11/03/2020,2,13,49,ambient,R+,20.4,-2.04,702,-1.7071938,
D,DPE,1D,DDPE1D,11/03/2020,2,13,49,ambient,R+,21.2,-2.12,879,-2.1376401,
E,ACY,1W,EACY1W,09/03/2020,2,15,47,ambient,R+,20.7,-2.07,756,-1.8385164,
E,ACY,2W,EACY2W,09/03/2020,2,15,47,ambient,R+,13.5,-1.35,562,-1.3667278,
E,ACY,3W,EACY3W,09/03/2020,2,15,47,ambient,R+,17.4,-1.74,574,-1.3959106,
E,ACY,5W,EACY5W,09/03/2020,2,15,47,ambient,R+,17.7,-1.77,596,-1.4494124,
E,CAL,1W,ECAL1W,12/03/2020,2,18,50,ambient,R-,13.2,-1.32,687,-1.6707153,
E,CAL,2W,ECAL2W,12/03/2020,2,18,50,ambient,R-,13.6,-1.36,598,-1.4542762,
E,CAL,3W,ECAL3W,12/03/2020,2,18,50,ambient,R-,11.3,-1.13,528,-1.2840432,
E,CAL,4W,ECAL4W,12/03/2020,2,18,50,ambient,R-,13.6,-1.36,526,-1.2791794,
E,CAL,5W,ECAL5W,12/03/2020,2,18,50,ambient,R-,11,-1.1,618,-1.5029142,
E,ROF,1W,EROF1W,10/03/2020,2,16,48,ambient,R-,9.6,-0.96,673,-1.6366687,
E,ROF,2W,EROF2W,10/03/2020,2,16,48,ambient,R-,12,-1.2,623,-1.5150737,
E,ROF,3W,EROF3W,10/03/2020,2,16,48,ambient,R-,12.1,-1.21,673,-1.6366687,
E,ROF,4W,EROF4W,10/03/2020,2,16,48,ambient,R-,9,-0.9,518,-1.2597242,
E,ROF,5W,EROF5W,10/03/2020,2,16,48,ambient,R-,9.9,-0.99,574,-1.3959106,
E,LST,1W,ELST1W,13/03/2020,2,19,51,ambient,R-,15.8,-1.58,542,-1.3180898,
E,LST,4W,ELST4W,13/03/2020,2,19,51,ambient,R-,10.4,-1.04,536,-1.3034984,
E,LST,1D,ELST1D,13/03/2020,2,19,51,ambient,R-,17.8,-1.78,660,-1.605054,
E,DPE,1W,EDPE1W,11/03/2020,2,13,49,ambient,R+,28,-2.8,,,*solid sap osm.
E,DPE,2W,EDPE2W,11/03/2020,2,13,49,ambient,R+,20.8,-2.08,666,-1.6196454,
E,DPE,3W,EDPE3W,11/03/2020,2,13,49,ambient,R+,18.8,-1.88,678,-1.6488282,
E,DPE,4W,EDPE4W,11/03/2020,2,13,49,ambient,R+,19.3,-1.93,718,-1.7461042,
E,DPE,5W,EDPE5W,11/03/2020,2,13,49,ambient,R+,19.1,-1.91,739,-1.7971741,
F,ACY,1W,FACY1W,09/03/2020,2,15,47,ambient,R+,20,-2,587,-1.4275253,
F,ACY,2W,FACY2W,09/03/2020,2,15,47,ambient,R+,16.1,-1.61,614,-1.4931866,
F,ACY,3W,FACY3W,09/03/2020,2,15,47,ambient,R+,19.6,-1.96,745,-1.8117655,
F,ACY,4W,FACY4W,09/03/2020,2,15,47,ambient,R+,29.1,-2.91,901,-2.1911419,
F,ACY,2D,FACY2D,09/03/2020,2,15,47,ambient,R+,19.5,-1.95,521,-1.2670199,
F,CAL,1W,FCAL1W,12/03/2020,2,18,50,ambient,R-,14.3,-1.43,602,-1.4640038,
F,CAL,2W,FCAL2W,12/03/2020,2,18,50,ambient,R-,15,-1.5,610,-1.483459,
F,CAL,3W,FCAL3W,12/03/2020,2,18,50,ambient,R-,14.6,-1.46,619,-1.5053461,
F,CAL,4W,FCAL4W,12/03/2020,2,18,50,ambient,R-,14.9,-1.49,520,-1.264588,
F,CAL,1D,FCAL1D,12/03/2020,2,18,50,ambient,R-,14.5,-1.45,599,-1.4567081,(e)
F,ROF,1W,FROF1W,10/03/2020,2,16,48,ambient,R-,12.1,-1.21,587,-1.4275253,
F,ROF,2W,FROF2W,10/03/2020,2,16,48,ambient,R-,13.1,-1.31,543,-1.3205217,
F,ROF,3W,FROF3W,10/03/2020,2,16,48,ambient,R-,10.9,-1.09,509,-1.2378371,
F,ROF,4W,FROF4W,10/03/2020,2,16,48,ambient,R-,11,-1.1,581,-1.4129339,
F,ROF,5W,FROF5W,10/03/2020,2,16,48,ambient,R-,10.5,-1.05,695,-1.6901705,
F,LST,1D,FLST1D,13/03/2020,2,19,51,ambient,R-,13.5,-1.35,605,-1.4712995,
F,LST,2DG,FLST2DG,13/03/2020,2,19,51,ambient,R-,11.7,-1.17,586,-1.4250934,
F,LST,5D,FLST5D,13/03/2020,2,19,51,ambient,R-,11.5,-1.15,532,-1.2937708,(d)
F,LST,4D,FLST4D,13/03/2020,2,19,51,ambient,R-,15.5,-1.55,700,-1.70233,(e)
F,DPE,1W,FDPE1W,11/03/2020,2,13,49,ambient,R+,13.6,-1.36,641,-1.5588479,
F,DPE,3W,FDPE3W,11/03/2020,2,13,49,ambient,R+,17.5,-1.75,756,-1.8385164,
F,DPE,1D,FDPE1D,11/03/2020,2,13,49,ambient,R+,17.3,-1.73,732,-1.7801508,(e)
F,DPE,3D,FDPE3D,11/03/2020,2,13,49,ambient,R+,24.1,-2.41,927,-2.2543713,(e)
A,ACY,1W,AACY1W,10/04/2020,3,14,79,elevated,R+,27.4,-2.74,1139,-2.7699341,
A,ACY,2W,AACY2W,10/04/2020,3,14,79,elevated,R+,>80,-7.5,,,
A,ACY,3W,AACY3W,10/04/2020,3,14,79,elevated,R+,19.7,-1.97,711,-1.7290809,
A,ACY,4W,AACY4W,10/04/2020,3,14,79,elevated,R+,>80,-7.5,,,
A,ACY,2D,AACY2D,10/04/2020,3,14,79,elevated,R+,42.1,-4.21,1284,-3.1225596,
A,CAL,1W,ACAL1W,11/04/2020,3,15,80,elevated,R-,69.8,-6.98,2158,-5.2480402,
A,CAL,2W,ACAL2W,11/04/2020,3,15,80,elevated,R-,64.9,-6.49,2301,-5.5958019,
A,CAL,3W,ACAL3W,11/04/2020,3,15,80,elevated,R-,>80,-7.5,,,
A,CAL,4W,ACAL4W,11/04/2020,3,15,80,elevated,R-,52.4,-5.24,1552,-3.7743088,
A,CAL,5W,ACAL5W,11/04/2020,3,15,80,elevated,R-,76.4,-7.5,,,
A,ROF,1W,AROF1W,16/04/2020,3,20,85,elevated,R-,>75,-7.5,,,
A,ROF,2W,AROF2W,16/04/2020,3,20,85,elevated,R-,27.2,-2.72,,,
A,ROF,3W,AROF3W,16/04/2020,3,20,85,elevated,R-,73.5,-7.35,,,
A,ROF,4W,AROF4W,16/04/2020,3,20,85,elevated,R-,44.9,-4.49,2217,-5.3915223,
A,ROF,5W,AROF5W,16/04/2020,3,20,85,elevated,R-,>75,-7.5,,,
A,LST,2W,ALST2W,13/04/2020,3,17,82,elevated,R-,>75,-7.5,-,,grey dry leaves
A,LST,3W,ALST3W,13/04/2020,3,17,82,elevated,R-,36.4,-3.64,1412,-3.4338428,
A,LST,1D,ALST1D,13/04/2020,3,17,82,elevated,R-,37.3,-3.73,1471,-3.5773249,
A,LST,2D,ALST2D,13/04/2020,3,17,82,elevated,R-,26.5,-2.65,882,-2.1449358,
A,DPE,1W,ADPE1W,12/04/2020,3,16,81,elevated,R+,68.7,-6.87,,,
A,DPE,2W,ADPE2W,12/04/2020,3,16,81,elevated,R+,31.3,-3.13,960,-2.334624,
A,DPE,3W,ADPE3W,12/04/2020,3,16,81,elevated,R+,74.3,-7.43,,,
A,DPE,4W,ADPE4W,12/04/2020,3,16,81,elevated,R+,35.4,-3.54,1170,-2.845323,
A,DPE,3D,ADPE3D,12/04/2020,3,16,81,elevated,R+,39.5,-3.95,1174,-2.8550506,
B,ACY,1W,BACY1W,10/04/2020,3,14,79,elevated,R+,65,-6.5,2308,-5.6128252,
B,ACY,2W,BACY2W,10/04/2020,3,14,79,elevated,R+,28.1,-2.81,1143,-2.7796617,
B,ACY,3W,BACY3W,10/04/2020,3,14,79,elevated,R+,>80,-7.5,,,very dry
B,ACY,5W,BACY5W,10/04/2020,3,14,79,elevated,R+,24.3,-2.43,783,-1.9041777,
B,ACY,6W,BACY6W,10/04/2020,3,14,79,elevated,R+,>80,-7.5,,,leaves very dry (dead?)
B,CAL,1W,BCAL1W,11/04/2020,3,15,80,elevated,R-,44.1,-4.41,1269,-3.0860811,
B,CAL,3W,BCAL3W,11/04/2020,3,15,80,elevated,R-,44.3,-4.43,1088,-2.6459072,
B,CAL,4W,BCAL4W,11/04/2020,3,15,80,elevated,R-,34,-3.4,1175,-2.8574825,
B,CAL,5W,BCAL5W,11/04/2020,3,15,80,elevated,R-,>80,-7.5,,,
B,CAL,6W,BCAL6W,11/04/2020,3,15,80,elevated,R-,48.3,-4.83,1440,-3.501936,
B,ROF,1W,BROF1W,16/04/2020,3,20,85,elevated,R-,35.8,-3.58,,,
B,ROF,2W,BROF2W,16/04/2020,3,20,85,elevated,R-,20,-2,,,
B,ROF,3W,BROF3W,16/04/2020,3,20,85,elevated,R-,37.4,-3.74,2078,-5.0534882,not enough sap
B,LST,1W,BLST1W,13/04/2020,3,17,82,elevated,R-,43.1,-4.31,2246,-5.4620474,1/2 dead
B,LST,2W,BLST2W,13/04/2020,3,17,82,elevated,R-,63.9,-6.39,-,,gveg
B,LST,4W,BLST4W,13/04/2020,3,17,82,elevated,R-,62.6,-6.26,2458,-5.9776102,not enough sap
B,LST,1D,BLST1D,13/04/2020,3,17,82,elevated,R-,>75,-7.5,-,,gveg11
B,DPE,1W,BDPE1W,12/04/2020,3,16,81,elevated,R+,>75,-7.5,,,
B,DPE,2W,BDPE2W,12/04/2020,3,16,81,elevated,R+,34.4,-3.44,1658,-4.0320902,
B,DPE,3W,BDPE3W,12/04/2020,3,16,81,elevated,R+,76.2,-7.5,1425,-3.4654575,
B,DPE,4W,BDPE4W,12/04/2020,3,16,81,elevated,R+,>80,-7.5,,,Dead
B,DPE,3D,BDPE3D,12/04/2020,3,16,81,elevated,R+,40.8,-4.08,1958,-4.7616602,
B,DPE,4D,BDPE4D,12/04/2020,3,16,81,elevated,R+,34.1,-3.41,2185,-5.3137015,
C,ACY,1W,CACY1W,10/04/2020,3,14,79,elevated,R+,27,-2.7,1045,-2.5413355,
C,ACY,2W,CACY2W,10/04/2020,3,14,79,elevated,R+,25.7,-2.57,982,-2.3881258,
C,ACY,4W,CACY4W,10/04/2020,3,14,79,elevated,R+,23.6,-2.36,992,-2.4124448,
C,ACY,5W,CACY5W,10/04/2020,3,14,79,elevated,R+,32.5,-3.25,1392,-3.3852048,
C,CAL,1W,CCAL1W,11/04/2020,3,15,80,elevated,R-,38.6,-3.86,1104,-2.6848176,
C,CAL,2W,CCAL2W,11/04/2020,3,15,80,elevated,R-,>80,-7.5,,,
C,CAL,3W,CCAL3W,11/04/2020,3,15,80,elevated,R-,32.3,-3.23,929,-2.2592351,
C,CAL,4W,CCAL4W,11/04/2020,3,15,80,elevated,R-,29.2,-2.92,866,-2.1060254,
C,CAL,5W,CCAL5W,11/04/2020,3,15,80,elevated,R-,>70,-7.5,,,little sap
C,ROF,1W,CROF1W,16/04/2020,3,20,85,elevated,R-,34.1,-3.41,980,-2.383262,
C,ROF,2W,CROF2W,16/04/2020,3,20,85,elevated,R-,40.9,-4.09,1417,-3.4460023,
C,ROF,3W,CROF3W,16/04/2020,3,20,85,elevated,R-,>75,-7.5,,,
C,ROF,4W,CROF4W,16/04/2020,3,20,85,elevated,R-,>75,-7.5,,,
C,ROF,3D,CROF3D,16/04/2020,3,20,85,elevated,R-,>75,-7.5,,,Dry leaves
C,ROF,5D,CROF5D,16/04/2020,3,20,85,elevated,R-,>75,-7.5,,,
C,LST,1W,CLST1W,13/04/2020,3,17,82,elevated,R-,27.4,-2.74,828,-2.0136132,
C,LST,3W,CLST3W,13/04/2020,3,17,82,elevated,R-,17.2,-1.72,611,-1.4858909,
C,LST,4W,CLST4W,13/04/2020,3,17,82,elevated,R-,18.2,-1.82,589,-1.4323891,
C,LST,1D,CLST1D,13/04/2020,3,17,82,elevated,R-,>75,-7.5,1701,-4.1366619,dead
C,DPE,1W,CDPE1W,12/04/2020,3,16,81,elevated,R+,32.8,-3.28,,,"thick, little sap"
C,DPE,2W,CDPE2W,12/04/2020,3,16,81,elevated,R+,27.6,-2.76,872,-2.1206168,
C,DPE,3W,CDPE3W,12/04/2020,3,16,81,elevated,R+,19.6,-1.96,726,-1.7655594,
C,DPE,2D,CDPE2D,12/04/2020,3,16,81,elevated,R+,66.5,-6.65,,,
D,ACY,1W,DACY1W,10/04/2020,3,14,79,ambient,R+,29.4,-2.94,965,-2.3467835,
D,ACY,2W,DACY2W,10/04/2020,3,14,79,ambient,R+,16,-1.6,780,-1.896882,
D,ACY,3W,DACY3W,10/04/2020,3,14,79,ambient,R+,58.9,-5.89,1834,-4.4601046,
D,ACY,4W,DACY4W,10/04/2020,3,14,79,ambient,R+,43.5,-4.35,1249,-3.0374431,few dry leaves
D,ACY,5W,DACY5W,10/04/2020,3,14,79,ambient,R+,15.5,-1.55,723,-1.7582637,very small leaves only
D,CAL,2W,DCAL2W,11/04/2020,3,15,80,ambient,R-,38,-3.8,1009,-2.4537871,
D,CAL,3W,DCAL3W,11/04/2020,3,15,80,ambient,R-,23.1,-2.31,874,-2.1254806,
D,CAL,4W,DCAL4W,11/04/2020,3,15,80,ambient,R-,42.9,-4.29,1305,-3.1736295,
D,CAL,5W,DCAL5W,11/04/2020,3,15,80,ambient,R-,46.4,-4.64,1246,-3.0301474,
D,CAL,3D,DCAL3D,11/04/2020,3,15,80,ambient,R-,56,-5.6,1406,-3.4192514,
D,ROF,1W,DROF1W,16/04/2020,3,20,85,ambient,R-,22.8,-2.28,669,-1.6269411,
D,ROF,2W,DROF2W,16/04/2020,3,20,85,ambient,R-,65,-6.5,,,
D,ROF,3W,DROF3W,16/04/2020,3,20,85,ambient,R-,>75,-7.5,,,
D,ROF,4W,DROF4W,16/04/2020,3,20,85,ambient,R-,30.2,-3.02,1303,-3.1687657,
D,ROF,2D,DROF2D,16/04/2020,3,20,85,ambient,R-,59.2,-5.92,,,
D,LST,1W,DLST1W,13/04/2020,3,17,82,ambient,R-,22.5,-2.25,655,-1.5928945,
D,LST,2W,DLST2W,13/04/2020,3,17,82,ambient,R-,39.7,-3.97,1511,-3.6746009,
D,LST,3D,DLST3D,13/04/2020,3,17,82,ambient,R-,50.4,-5.04,1942,-4.7227498,
D,LST,4D,DLST4D,13/04/2020,3,17,82,ambient,R-,52.6,-5.26,2075,-5.0461925,
D,LST,2D,DLST2D,13/04/2020,3,17,82,ambient,R-,67,-6.7,2194,-5.3355886,(e)
D,DPE,1W,DDPE1W,12/04/2020,3,16,81,ambient,R+,25,-2.5,875,-2.1279125,
D,DPE,2W,DDPE2W,12/04/2020,3,16,81,ambient,R+,71.9,-7.19,,,
D,DPE,3W,DDPE3W,12/04/2020,3,16,81,ambient,R+,25.3,-2.53,837,-2.0355003,
D,DPE,1D,DDPE1D,12/04/2020,3,16,81,ambient,R+,58.4,-5.84,,,little sap 
E,ACY,1W,EACY1W,10/04/2020,3,14,79,ambient,R+,32.4,-3.24,1264,-3.0739216,
E,ACY,2W,EACY2W,10/04/2020,3,14,79,ambient,R+,45.2,-4.52,1919,-4.6668161,
E,ACY,3W,EACY3W,10/04/2020,3,14,79,ambient,R+,43.4,-4.34,1631,-3.9664289,
E,ACY,5W,EACY5W,10/04/2020,3,14,79,ambient,R+,23.1,-2.31,906,-2.2033014,
E,CAL,1W,ECAL1W,11/04/2020,3,15,80,ambient,R-,38,-3.8,1067,-2.5948373,
E,CAL,2W,ECAL2W,11/04/2020,3,15,80,ambient,R-,59.5,-5.95,1817,-4.4187623,
E,CAL,3W,ECAL3W,11/04/2020,3,15,80,ambient,R-,51.6,-5.16,,,
E,CAL,4W,ECAL4W,11/04/2020,3,15,80,ambient,R-,52.8,-5.28,1441,-3.5043679,
E,CAL,5W,ECAL5W,11/04/2020,3,15,80,ambient,R-,23.3,-2.33,784,-1.9066096,
E,ROF,1W,EROF1W,16/04/2020,3,20,85,ambient,R-,>75,-7.5,,,too little
E,ROF,2W,EROF2W,16/04/2020,3,20,85,ambient,R-,42.6,-4.26,1550,-3.769445,
E,ROF,3W,EROF3W,16/04/2020,3,20,85,ambient,R-,51.6,-5.16,1815,-4.4138985,
E,ROF,4W,EROF4W,16/04/2020,3,20,85,ambient,R-,13.4,-1.34,4081,-9.9245839,
E,ROF,5W,EROF5W,16/04/2020,3,20,85,ambient,R-,56.7,-5.67,,,
E,LST,1W,ELST1W,13/04/2020,3,17,82,ambient,R-,30.3,-3.03,872,-2.1206168,
E,LST,4W,ELST4W,13/04/2020,3,17,82,ambient,R-,25.3,-2.53,756,-1.8385164,
E,LST,1D,ELST1D,13/04/2020,3,17,82,ambient,R-,>75,-7.5,,,
E,DPE,1W,EDPE1W,12/04/2020,3,16,81,ambient,R+,44.3,-4.43,,,
E,DPE,2W,EDPE2W,12/04/2020,3,16,81,ambient,R+,24,-2.4,851,-2.0695469,
E,DPE,3W,EDPE3W,12/04/2020,3,16,81,ambient,R+,26.8,-2.68,1010,-2.456219,
E,DPE,4W,EDPE4W,12/04/2020,3,16,81,ambient,R+,20.9,-2.09,,,
E,DPE,5W,EDPE5W,12/04/2020,3,16,81,ambient,R+,35.1,-3.51,,,"small leaves (scan)/ thick, little sap"
F,ACY,1W,FACY1W,10/04/2020,3,14,79,ambient,R+,34.6,-3.46,1204,-2.9280076,
F,ACY,2W,FACY2W,10/04/2020,3,14,79,ambient,R+,43.2,-4.32,1098,-2.6702262,
F,ACY,3W,FACY3W,10/04/2020,3,14,79,ambient,R+,>80,-7.5,,,
F,ACY,4W,FACY4W,10/04/2020,3,14,79,ambient,R+,78.5,-7.5,2199,-5.3477481,
F,ACY,2D,FACY2D,10/04/2020,3,14,79,ambient,R+,24.7,-2.47,1126,-2.7383194,
F,CAL,1W,FCAL1W,11/04/2020,3,15,80,ambient,R-,51.6,-5.16,1302,-3.1663338,a little dmg10 leaves osm
F,CAL,2W,FCAL2W,11/04/2020,3,15,80,ambient,R-,38.3,-3.83,1085,-2.6386115,-15
F,CAL,3W,FCAL3W,11/04/2020,3,15,80,ambient,R-,41,-4.1,1253,-3.0471707,
F,CAL,4W,FCAL4W,11/04/2020,3,15,80,ambient,R-,47,-4.7,1309,-3.1833571,
F,CAL,1D,FCAL1D,11/04/2020,3,15,80,ambient,R-,>80,-7.5,,,(e)
F,ROF,1W,FROF1W,16/04/2020,3,20,85,ambient,R-,25.7,-2.57,521,-1.2670199,little sap
F,ROF,2W,FROF2W,16/04/2020,3,20,85,ambient,R-,24.8,-2.48,635,-1.5442565,
F,ROF,3W,FROF3W,16/04/2020,3,20,85,ambient,R-,19.6,-1.96,912,-2.2178928,sap too thick
F,ROF,4W,FROF4W,16/04/2020,3,20,85,ambient,R-,>75,-7.5,,,a little dmg 
F,ROF,5W,FROF5W,16/04/2020,3,20,85,ambient,R-,>75,-7.5,,,
F,LST,1D,FLST1D,13/04/2020,3,17,82,ambient,R-,>75,-7.5,,,
F,LST,2DG,FLST2DG,13/04/2020,3,17,82,ambient,R-,26.5,-2.65,,,
F,LST,5D,FLST5D,13/04/2020,3,17,82,ambient,R-,38.3,-3.83,,,(d)
F,LST,4D,FLST4D,13/04/2020,3,17,82,ambient,R-,>75,-7.5,,,(e)
F,DPE,1W,FDPE1W,12/04/2020,3,16,81,ambient,R+,54.3,-5.43,,,
F,DPE,3W,FDPE3W,12/04/2020,3,16,81,ambient,R+,28.5,-2.85,916,-2.2276204,
F,DPE,1D,FDPE1D,12/04/2020,3,16,81,ambient,R+,25.4,-2.54,,,(e)
F,DPE,3D,FDPE3D,12/04/2020,3,16,81,ambient,R+,57.1,-5.71,,,thick little sap